"code","forType","oldCode","codeKZ","nationalDivisionCode","name","fullNameSubdivision","type","country.alpha2Code","parent.code","placeArrivalDeparture","workingMode","signCustomsAuthority","inn","startDate","expirationDate","creationOrderNumber","creationOrderDate","liquidationOrderNumber","dateLiquidationOrder","isActive","tsd","preInfoImAvia","preInfoImAuto","preInfoImRail"
"41762203","2","730011",,"41762203","МПТП И МТО ""ДЖАЛАЛ-АБАД ЖЕЛЕЗНОДОРОЖНЫЙ""","ЦЕНТР ТАМОЖЕННОГО УПРАВЛЕНИЯ ""ДЖАЛАЛ-АБАД"" МЕСТО ПРЕДВАРИТЕЛЬНЫХ ТАМОЖЕННЫХ ПРОЦЕДУР И МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""ДЖАЛАЛ-АБАД ЖЕЛЕЗНОДОРОЖНЫЙ""",customsDepartment,"KG","41762200","true","other","10011",,"05/04/2018","01/01/2100","6-П","05/04/2018",,,"true","false","false","false","true"
"41714106",,"710000",,"41714106","МТО ""КАНТ""","ЦЕНТР ТАМОЖЕННОГО УПРАВЛЕНИЯ ""БИШКЕК"" МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""КАНТ""",customsDepartment,"KG","41714100","false","other","10010",,"31/05/2018","01/01/2100","12-П","30/05/2018",,,"true","false","false","false","false"
"41714108",,"41714401",,"41714108","МТО ""БАЛЫКЧЫ"" ЦТО ""БИШКЕК""","ЦЕНТР ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""БИШКЕК"" МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""БАЛЫКЧЫ""",customsDepartment,"KG","41714100","false","onSchedule","10010",,"29/08/2018","01/01/2100","16-П","23/08/2018",,,"true","false","false","false","false"
"41720000",,"417200",,"41720000","ТАМОЖНЯ ""НАРЫН""","ТАМОЖНЯ НАРЫН",customsDepartment,"KG","41700000","false",,"00000",,"29/08/2018","01/01/2100","18-П","23/08/2018",,,"true","false","false","false","false"
"41720001","1","417145",,"41720001","МПТП ""ТОРУГАРТ""","ТАМОЖНЯ НАРЫН МЕСТО ПРЕДВАРИТЕЛЬНЫХ ТАМОЖЕННЫХ ПРОЦЕДУР ""ТОРУГАРТ""",customsDepartment,"KG","41720000","true","aroundClock","00011",,"29/08/2018","01/01/2100","18-П","23/08/2018",,,"true","false","false","false","false"
"41720002",,"417145",,"41720002","МТО ""НАРЫН""","ТАМОЖНЯ НАРЫН МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""НАРЫН""",customsDepartment,"KG","41720000","false",,"10010",,"29/08/2018","01/01/2100","18-П","23/08/2018",,,"true","false","false","false","false"
"41715000",,"41711000",,"41715000","ЖДТ ""СЕВЕРНАЯ""","ЖЕЛЕЗНОДОРОЖНАЯ ТАМОЖНЯ СЕВЕРНАЯ",customsDepartment,"KG","41700000","false",,"00000",,"04/09/2018","01/01/2100","17-П","24/08/2018",,,"true","false","false","false","false"
"41715001",,"41711005",,"41715001","МТО ""БИШКЕК-1""","ЖЕЛЕЗНОДОРОЖНАЯ ТАМОЖНЯ СЕВЕРНАЯ МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""БИШКЕК-1""",customsDepartment,"KG","41715000","false","onSchedule","10010",,"04/09/2018","01/01/2100","35-09/310","04/09/2018",,,"true","false","false","false","false"
"41715002",,"41711006",,"41715002","МТО ""Ж/Д ВОКЗАЛ""","ЖЕЛЕЗНОДОРОЖНАЯ ТАМОЖНЯ СЕВЕРНАЯ МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""Ж/Д ВОКЗАЛ""",customsDepartment,"KG","41715000","false","onSchedule","10010",,"04/09/2018","01/01/2100","35-09/310","04/09/2018",,,"true","false","false","false","false"
"41715003",,"41711009",,"41715003","МТО ""ТОКМОК""","ЖЕЛЕЗНОДОРОЖНАЯ ТАМОЖНЯ СЕВЕРНАЯ МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""ТОКМОК""",customsDepartment,"KG","41715000","false",,"10010",,"04/09/2018","01/01/2100","35-09/310","04/09/2018",,,"true","false","false","false","false"
"41715004",,"41711020",,"41715004","МТО ""АЛАМЕДИН""","ЖЕЛЕЗНОДОРОЖНАЯ ТАМОЖНЯ СЕВЕРНАЯ МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""АЛАМЕДИН""",customsDepartment,"KG","41715000","false","onSchedule","10010",,"04/09/2018","01/01/2100","35-09/310","04/09/2018",,,"true","false","false","false","false"
"41715005",,"41711021",,"41715005","МТО ""КАРА-БАЛТА""","ЖЕЛЕЗНОДОРОЖНАЯ ТАМОЖНЯ СЕВЕРНАЯ МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""КАРА-БАЛТА""",customsDepartment,"KG","41715000","false","onSchedule","10010",,"04/09/2018","01/01/2100","35-09/310","04/09/2018",,,"true","false","false","false","false"
"41715006",,"41714201",,"41715006","МТО ""АВТОМОБИЛЬНЫЙ"" ЖДТ ""СЕВЕРНАЯ""","ЖЕЛЕЗНОДОРОЖНАЯ ТАМОЖНЯ СЕВЕРНАЯ МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""АВТОМОБИЛЬНЫЙ""",customsDepartment,"KG","41715000","false","onSchedule","10010",,"30/09/2018","01/01/2100","35-09/356","30/09/2018",,,"true","false","false","false","false"
"41715007",,"41714105",,"41715007","МТО ""БЕЛОВОДСКОЕ""","ЖЕЛЕЗНОДОРОЖНАЯ ТАМОЖНЯ СЕВЕРНАЯ МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""БЕЛОВОДСКОЕ""",customsDepartment,"KG","41715000","false","onSchedule","10010",,"08/08/2021","01/01/2100","15-П","08/08/2021",,,"true","false","false","false","false"
"41714109",,"-",,"41714109","МТО ""СИЛК ВЭЙ"" ","ЦЕНТР ТАМОЖЕННОГО УПРАВЛЕНИЯ ""БИШКЕК"" МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""СИЛК ВЭЙ""",customsDepartment,"KG","41714100","false","onSchedule",,,"31/08/2021","01/01/2100","19-П","26/08/2021",,,"true","false","false","false","false"
"41714700",,"41714600",,"41714700","ЦТУ ""ТАЛАС""","ЦЕНТ ТАМОЖЕННОГО УПРАВЛЕНИЯ ""ТАЛАС""",customsDepartment,"KG","41714000","false",,"00000",,"20/09/2021","31/12/2099","14-П","08/08/2021",,,"true","false","false","false","false"
"41714701",,"41714601",,"41714701","МТО ""ТАЛАС"" ЦТУ ""ТАЛАС""","ЦЕНТР ТАМОЖЕННОГО УПРАВЛЕНИЯ ""ТАЛАС"" МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""ТАЛАС""",customsDepartment,"KG","41714700","false",,"10010",,"20/09/2021","01/01/2100","14-П","08/08/2021",,,"true","false","false","false","false"
"41716000",,"41713000",,"41716000","ТАМОЖНЯ ""СЭЗ БИШКЕК""","ТАМОЖНЯ ""СВОБОДНАЯ ЭКОНОМИЧЕСКАЯ ЗОНА БИШКЕК""",customsDepartment,"KG","41700000","false","onSchedule","00000",,"31/03/2023","01/01/2100","4-П","10/03/2023",,,"true","false","false","false","false"
"41716100",,"41714300",,"41716100","ЦТО ТАМОЖНИ ""СЭЗ БИШКЕК""","ЦЕНТР ТАМОЖЕННОГО ОФОРМЛЕНИЯ ТАМОЖНИ ""СВОБОДНАЯ ЭКОНОМИЧЕСКАЯ ЗОНА БИШКЕК""",customsDepartment,"KG","41716000","false","onSchedule","00000",,"31/03/2023","01/01/2100","4-П","10/03/2023",,,"true","false","false","false","false"
"41716101",,"41714301",,"41716101","МТО ""НВЦ""","ЦЕНТР ТАМОЖЕННОГО ОФОРМЛЕНИЯ ТАМОЖНИ ""СВОБОДНАЯ ЭКОНОМИЧЕСКАЯ ЗОНА БИШКЕК"" МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""НАЦИОНАЛЬНЫЙ ВЫСТАВОЧНЫЙ ЦЕНТР""",customsDepartment,"KG","41716100","false","onSchedule","10010",,"31/03/2023","01/01/2100","4-П","10/03/2023",,,"true","false","false","false","false"
"41716102",,"41714302",,"41716102","МТО ""АК-ЧИЙ""","ЦЕНТР ТАМОЖЕННОГО ОФОРМЛЕНИЯ ТАМОЖНИ ""СВОБОДНАЯ ЭКОНОМИЧЕСКАЯ ЗОНА БИШКЕК"" МЕСТО ТАМОЖЕННОГО ОФОРМЛЕНИЯ ""АК-ЧИЙ""",customsDepartment,"KG","41716100","false","onSchedule","10010",,"31/03/2023","01/01/2100","4-П","10/03/2023",,,"true","false","false","false","false"
